gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
RP11-145E5.3,3.67364129876872e-07,0.306855732561981,0.761,0.673,0.0147816304938557,
KLF11,3.70541624924173e-07,0.619389284685308,0.358,0.173,0.0149094833620739,KLF transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]
ZNF764,3.74204082301693e-07,0.499421934223925,0.299,0.131,0.0150568496595732,zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]
SLC25A37,3.74929422732313e-07,0.430590562921866,0.754,0.599,0.0150860351824801,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
TIA1,3.79252153376835e-07,0.371607852814413,0.813,0.672,0.0152599688954237,TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]
OSER1,3.85930378487019e-07,0.482392430481246,0.657,0.455,0.0155286806391822,oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]
RP11-97E23.3,3.92902690429007e-07,0.443672018864596,0.321,0.146,0.015809225554792,
RP11-22B23.1,3.96249186314923e-07,0.441650468781318,0.418,0.21,0.0159438785097536,
MAP3K6,3.99716479181979e-07,0.538339024197747,0.313,0.14,0.0160833919728453,mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]
FBXO16,4.00681092363204e-07,0.481438862131239,0.127,0.032,0.0161222051134183,F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]
RP11-454H13.5,4.06648853448192e-07,0.460976361242197,0.172,0.054,0.0163623299161949,
TMEM79,4.08201990636031e-07,0.70643511214547,0.313,0.147,0.016424823497222,transmembrane protein 79 [Source:HGNC Symbol;Acc:HGNC:28196]
EDRF1,4.09468787992422e-07,0.604165174614215,0.381,0.194,0.0164757956224511,erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]
ANO10,4.11777355490234e-07,0.565593836303744,0.47,0.261,0.0165686854528605,anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]
RRP1B,4.12169561083574e-07,0.627321316992307,0.47,0.277,0.0165844666293198,ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]
ZNF667,4.14683427281804e-07,0.578681993432271,0.291,0.132,0.0166856170635379,zinc finger protein 667 [Source:HGNC Symbol;Acc:HGNC:28854]
FBXO3,4.16416240198021e-07,0.522722281814122,0.507,0.295,0.0167553402568478,F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]
FAM210B,4.25820020452396e-07,0.600143102014029,0.507,0.316,0.0171337201629431,family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]
RP11-429G19.2,4.32098909939352e-07,0.390346359614351,0.321,0.151,0.0173863638392297,
TPGS1,4.32681057239095e-07,0.472804868234994,0.127,0.032,0.0174097877001295,tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]
RP11-13P5.2,4.34439335908787e-07,0.543868094439455,0.119,0.029,0.0174805355589619,
FKBP8,4.41037133727801e-07,0.508687922325051,0.597,0.436,0.0177460111498055,FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]
CALCOCO1,4.41715296927706e-07,0.467560352223166,0.709,0.512,0.0177732984024801,calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]
FPGT,4.45901972949818e-07,0.603307656591669,0.231,0.089,0.0179417576855818,fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]
ZNF701,4.52984131171984e-07,0.449024932299142,0.231,0.091,0.0182267224859671,zinc finger protein 701 [Source:HGNC Symbol;Acc:HGNC:25597]
MTURN,4.57017110909395e-07,0.587482497976712,0.396,0.216,0.0183889974916613,"maturin, neural progenitor differentiation regulator homolog [Source:HGNC Symbol;Acc:HGNC:25457]"
RGL4,4.644957338295e-07,0.366850827541485,0.194,0.067,0.0186899148420976,ral guanine nucleotide dissociation stimulator like 4 [Source:HGNC Symbol;Acc:HGNC:31911]
SAFB,4.70756248208215e-07,0.444781082150202,0.731,0.558,0.0189418191591539,scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]
MTCH1,4.71531419262132e-07,0.55713718018446,0.567,0.386,0.0189730097168504,mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]
SNORD88B,4.71557039892441e-07,0.676752122841645,0.224,0.084,0.0189740406141521,"small nucleolar RNA, C/D box 88B [Source:HGNC Symbol;Acc:HGNC:32748]"
FHL3,4.73462176570004e-07,0.678063175795346,0.254,0.103,0.0190506975986472,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]
PDZD2,4.7382646515476e-07,0.536536954671538,0.657,0.48,0.0190653554784321,PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]
HSPBAP1,4.93943096782907e-07,0.571000090877269,0.403,0.202,0.0198747883852538,HSPB1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]
ZMIZ1,4.97198062555695e-07,0.485880015961159,0.612,0.389,0.0200057584430535,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]
LINC-PINT,4.97770831240874e-07,0.634949475782703,0.246,0.104,0.020028804936639,"long intergenic non-protein coding RNA, p53 induced transcript [Source:HGNC Symbol;Acc:HGNC:26885]"
SLC25A40,5.07147653943941e-07,0.596284081422351,0.328,0.156,0.0204061001517423,solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]
NCKIPSD,5.09749101763741e-07,0.62834759674251,0.343,0.168,0.0205107746076676,NCK interacting protein with SH3 domain [Source:HGNC Symbol;Acc:HGNC:15486]
TKT,5.14344996557843e-07,0.314950514322927,0.784,0.664,0.0206956996264979,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
OSGIN2,5.22720269726321e-07,0.588505093324349,0.313,0.145,0.021032695492978,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]
GNB5,5.27129351710775e-07,0.563660226783336,0.373,0.193,0.0212101037247864,G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]
ADD3,5.28254001016937e-07,0.565380546812746,0.56,0.377,0.0212553562389185,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
JOSD2,5.30291039805586e-07,0.677967273131054,0.328,0.155,0.0213373205686574,Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]
TMEM97,5.32624142365811e-07,0.568398700685904,0.388,0.191,0.0214311976163731,transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]
SCAMP4,5.34121680529829e-07,0.528255576682465,0.575,0.394,0.0214914540594787,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
LRPPRC,5.39338037792771e-07,0.437776961393985,0.739,0.582,0.0217013446266677,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]
ARHGEF33,5.44686099933507e-07,0.381378083736559,0.142,0.04,0.0219165346030245,Rho guanine nucleotide exchange factor 33 [Source:HGNC Symbol;Acc:HGNC:37252]
RNF32,5.51856783548583e-07,0.41738808975535,0.164,0.051,0.0222050613996443,ring finger protein 32 [Source:HGNC Symbol;Acc:HGNC:17118]
MYO5C,5.6662048327138e-07,0.526467088067247,0.567,0.385,0.0227991083853905,myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]
PCP2,5.71816809386098e-07,0.411159260376425,0.157,0.046,0.0230081929592684,Purkinje cell protein 2 [Source:HGNC Symbol;Acc:HGNC:30209]
NFIC,5.76279618092129e-07,0.453728273362405,0.761,0.594,0.023187762993173,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
NOM1,5.80433203314397e-07,0.526421785141566,0.246,0.1,0.0233548908017614,nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]
RAB40B,5.80907087728833e-07,0.589564368302622,0.328,0.158,0.0233739584889451,"RAB40B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18284]"
BLOC1S2,5.84768444885637e-07,0.59373892267399,0.485,0.293,0.0235293279168634,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
CTD-3088G3.8,5.87288664035213e-07,0.52596362988345,0.246,0.104,0.0236307339747849,
KIAA1468,5.88939412829709e-07,0.596179346096777,0.418,0.236,0.023697155154029,
SF3B3,5.90144712622389e-07,0.448661897784961,0.724,0.559,0.0237456528017871,splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]
ORC1,6.0847371756786e-07,0.588283096689343,0.149,0.044,0.024483156973778,origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]
WDR5,6.11751901134423e-07,0.540774890587069,0.515,0.306,0.0246150612459458,WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]
DDIAS,6.16771406518868e-07,0.5880603530634,0.164,0.052,0.0248170310840997,DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]
RP11-744D14.1,6.31073586333024e-07,0.551235898308199,0.209,0.079,0.0253925078932819,
BBS9,6.40275690485223e-07,0.566228928119876,0.403,0.216,0.0257627729580539,Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]
SH3PXD2A,6.42878313446313e-07,0.463585219176736,0.493,0.279,0.0258674946981393,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
EPHX4,6.5219587552722e-07,0.630620727921236,0.157,0.048,0.0262424054435888,epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758]
CCDC117,6.58371963330779e-07,0.614127229135368,0.403,0.217,0.0264909126885406,coiled-coil domain containing 117 [Source:HGNC Symbol;Acc:HGNC:26599]
PTCD3,6.61652909360798e-07,0.530027490608018,0.634,0.452,0.0266229281139504,pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]
TUBGCP3,6.67110831999449e-07,0.581490406704723,0.433,0.235,0.0268425385471618,tubulin gamma complex component 3 [Source:HGNC Symbol;Acc:HGNC:18598]
CHML,6.69901288822101e-07,0.403419549695698,0.299,0.132,0.0269548181583349,CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]
DEPDC5,6.71239308992139e-07,0.477080236161911,0.358,0.174,0.0270086560759167,"DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]"
NBPF12,6.7240541962024e-07,0.362972048228085,0.761,0.562,0.0270555768692596,NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297]
AUH,6.75410263949195e-07,0.599941796454931,0.313,0.144,0.0271764827905238,AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]
SYCE1L,6.759432262381e-07,0.460635860813997,0.231,0.088,0.0271979275941424,synaptonemal complex central element protein 1 like [Source:HGNC Symbol;Acc:HGNC:37236]
GNB2,6.7927057091958e-07,0.551688257847549,0.485,0.281,0.0273318099620911,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
FKBP9,6.84007008645386e-07,0.272752353320212,0.858,0.815,0.0275223900068644,FKBP prolyl isomerase 9 [Source:HGNC Symbol;Acc:HGNC:3725]
RP5-894A10.2,6.85509840095598e-07,0.594085100528808,0.246,0.099,0.0275828594359266,
TLN2,7.01214020762036e-07,0.530963432384849,0.522,0.329,0.028214748553402,talin 2 [Source:HGNC Symbol;Acc:HGNC:15447]
KLHL7,7.02584249157126e-07,0.535343313164554,0.545,0.33,0.0282698824333353,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
RP11-602M11.3,7.0581063944329e-07,0.30617709519834,0.739,0.671,0.0283997026992797,
SNORD99,7.08025115809459e-07,0.555411853746063,0.56,0.36,0.0284888065848252,"small nucleolar RNA, C/D box 99 [Source:HGNC Symbol;Acc:HGNC:32762]"
TMOD3,7.11292934092796e-07,0.565959502596463,0.448,0.268,0.0286202937890918,tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]
SYNJ1,7.21492035272966e-07,0.508505019556285,0.194,0.069,0.0290306750232783,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]
BCS1L,7.21509665433508e-07,0.592652424837695,0.507,0.339,0.0290313844080481,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]"
UBE3C,7.23758938439343e-07,0.52604111648002,0.522,0.316,0.0291218884059838,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]
GET4,7.2761262928293e-07,0.586558535656701,0.515,0.321,0.0292769493644573,guided entry of tail-anchored proteins factor 4 [Source:HGNC Symbol;Acc:HGNC:21690]
HECTD3,7.3140359712419e-07,0.598555631494274,0.403,0.21,0.029429486537486,HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]
CLCN7,7.32800481393929e-07,0.571474931725864,0.291,0.133,0.0294856929698475,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
STK4,7.48080409581778e-07,0.529336883213289,0.485,0.291,0.030100511440342,serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]
DUSP4,7.48953622427293e-07,0.498826739130332,0.201,0.072,0.030135646905607,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]
TANK,7.5130317132069e-07,0.432325772774184,0.754,0.558,0.0302301857044306,TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]
C16orf59,7.53286695653354e-07,0.690264387064819,0.187,0.065,0.030309996773004,
PIGX,7.61499383462371e-07,0.537332789189349,0.187,0.064,0.0306404506923754,phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]
PRDX6,7.62488954814672e-07,0.298797504898888,0.836,0.697,0.030680268074878,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]
CYB5R2,7.63041531007479e-07,0.617676235438523,0.418,0.23,0.030702502083148,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
SDHAP1,8.20919801770762e-07,0.458482896743998,0.649,0.439,0.0330313500638502,SDHA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32455]
SDHAP1,8.20919801770762e-07,0.458482896743998,0.649,0.439,0.0330313500638502,SDHA pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:255812]
ATP6V1B2,8.2369710063318e-07,0.522659821616409,0.575,0.373,0.0331431002381773,ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]
GUCY1B3,8.37758825112896e-07,0.595746309098838,0.321,0.149,0.0337089018460676,
CCDC159,8.53273463455435e-07,0.611897671807083,0.284,0.123,0.0343331643490563,coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]
EEFSEC,8.6370071359988e-07,0.595115659864523,0.366,0.184,0.0347527256131184,"eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]"
ARFGAP3,8.78725092752802e-07,0.488055827996168,0.649,0.454,0.0353572615570945,ARF GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
FDX1L,8.83140035108279e-07,0.336890459561782,0.216,0.082,0.0355349055926518,
ROPN1B,8.91913182496684e-07,0.554456183485528,0.321,0.149,0.0358879107241191,rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]
SCAND1,8.94224720839487e-07,0.495641142643197,0.694,0.468,0.0359809200924185,SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]
AMT,8.9928399294527e-07,0.528919471446206,0.284,0.124,0.0361844900241388,aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]
SLC52A3,9.28483613611305e-07,0.534216685629313,0.254,0.102,0.0373593951608781,solute carrier family 52 member 3 [Source:HGNC Symbol;Acc:HGNC:16187]
ELOVL1,9.33798268372855e-07,0.472361877922619,0.679,0.452,0.0375732409245186,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]
STK25,9.3531640615535e-07,0.572363865226602,0.53,0.354,0.0376343262344728,serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
TSC22D2,9.50459683948538e-07,0.534541001463902,0.612,0.482,0.0382436463030373,TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
ZNF560,9.54024539822505e-07,0.365030816646083,0.522,0.351,0.0383870854088381,zinc finger protein 560 [Source:HGNC Symbol;Acc:HGNC:26484]
RPGRIP1L,9.54762717924282e-07,0.462665135704315,0.381,0.194,0.0384167874811193,RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]
BUB1,9.55538726143931e-07,0.553820920255872,0.187,0.063,0.0384480117238534,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]
SCAP,9.56397941811207e-07,0.531137543230327,0.567,0.406,0.0384825839846575,SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]
RP11-804M7.1,9.57600975069941e-07,0.427838753799256,0.246,0.106,0.0385309904338892,
RP11-441O15.3,9.5940350653789e-07,0.367447287230414,0.142,0.041,0.0386035188925651,
PAN2,9.69422900361952e-07,0.563860472715521,0.455,0.259,0.0390066692418639,poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]
WDR4,9.83581497847138e-07,0.626775657682094,0.321,0.152,0.0395763687288753,WDR4 tRNA N7-guanosine methyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:12756]
LIN9,9.88497964894349e-07,0.637230094923912,0.261,0.113,0.0397741926134539,lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]
EXTL3,9.93864192778958e-07,0.577763477932244,0.328,0.158,0.0399901135248469,exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
MROH1,1.00401311216478e-06,0.589475584423213,0.47,0.28,0.0403984755941742,maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]
RP11-485M7.2,1.01351581613364e-06,0.555406541630309,0.104,0.023,0.0407808358937694,
IFT52,1.01903843100735e-06,0.593259149385586,0.485,0.291,0.0410030493484427,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]
PDIK1L,1.01916329096224e-06,0.661264484446568,0.246,0.105,0.0410080733384475,PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:HGNC:18981]
STAT1,1.02787110665174e-06,0.553224099899076,0.552,0.38,0.0413584497183462,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]
ADGRL1,1.03427038569932e-06,0.340059995259552,0.358,0.17,0.0416159375093836,adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973]
RNF212,1.03453925397379e-06,0.510884560549427,0.53,0.319,0.0416267559621434,ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]
GRB7,1.03982205017434e-06,0.558611600756904,0.507,0.311,0.0418393198328649,growth factor receptor bound protein 7 [Source:HGNC Symbol;Acc:HGNC:4567]
TMEM44,1.0402046947094e-06,0.572895592232121,0.172,0.057,0.0418547163010221,transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
NMD3,1.04366461169119e-06,0.542808129298503,0.545,0.347,0.0419939329806185,NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]
RNF19A,1.06818906730419e-06,0.55043795490164,0.56,0.367,0.0429807235011186,"ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]"
XBP1,1.08363822934283e-06,0.655332102941693,0.41,0.232,0.0436023514340673,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]
MAK16,1.08667192889908e-06,0.635232116361701,0.358,0.189,0.0437244184031125,MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]
AC012360.6,1.0929679894428e-06,0.404275271236529,0.179,0.06,0.0439777529912098,
IAH1,1.09377111157438e-06,0.544001111078159,0.545,0.347,0.0440100682164184,isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]
ERBB3,1.10418940218869e-06,0.557146546885434,0.537,0.327,0.0444292689758663,erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]
CEP72,1.10634828797259e-06,0.669079142873641,0.239,0.1,0.044516136063153,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]
COX17,1.11568576516345e-06,0.505095444620002,0.507,0.287,0.0448918481328816,cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]
SGTA,1.14330606013526e-06,0.485456791261921,0.634,0.481,0.0460032059416624,small glutamine rich tetratricopeptide repeat co-chaperone alpha [Source:HGNC Symbol;Acc:HGNC:10819]
SRD5A1,1.15382795073192e-06,0.529103042409244,0.358,0.181,0.0464265752536004,steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]
FGFR1OP2,1.15442405797867e-06,0.540178120566213,0.545,0.36,0.0464505608208877,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]
MED8,1.17094552209292e-06,0.605696859859312,0.425,0.252,0.0471153349724526,mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971]
AL390877.1,1.17248316452103e-06,0.456974708628431,0.381,0.203,0.0471772050908328,
SEPT8,1.17669435143212e-06,0.592819544479908,0.403,0.222,0.0473466506185743,
RP11-303E16.9,1.18240402548454e-06,0.294593222103095,0.104,0.023,0.0475763907734215,
STXBP2,1.20018592282868e-06,0.508393949927208,0.575,0.412,0.0482918809768578,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
TMEM230,1.24465133640868e-06,0.255068870922073,0.851,0.741,0.050081035823076,transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]
AP001347.6,1.24807138848067e-06,0.503510519850103,0.172,0.057,0.0502186484582966,
RP5-854E16.2,1.25800857486288e-06,0.399452598407331,0.537,0.342,0.0506184910267576,
EOGT,1.25924371689042e-06,0.610203431931665,0.455,0.271,0.05066818943652,EGF domain specific O-linked N-acetylglucosamine transferase [Source:HGNC Symbol;Acc:HGNC:28526]
SS18,1.27705509197153e-06,0.450173795127801,0.701,0.549,0.0513848657356583,SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]
IL17RA,1.27916805934448e-06,0.554956141614661,0.328,0.164,0.0514698852038437,interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]
CEP44,1.28739187952068e-06,0.505659558208796,0.343,0.166,0.0518007870562734,centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]
NUSAP1,1.29628843888485e-06,0.624491216397483,0.269,0.115,0.0521587579154099,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]
